1;"Essen sollte keine Frage vom eigenen Geldbeutel sein. Wir wollen gemeinsam mit dem Studierendenwerk die Freitische einführen, mit denen Studierende bei Bedürftigkeit kostenlos in der Mensa Essen bekommen. Niemand sollte auf dem Campus hungern Müssen."
1;"Im Digitalisierungsland Deutschland kommt es durchaus vor, dass man kein Internet im Zug hat. Unter der jetzigen Regelung leiden Studierende, da sie so eine Strafe zahlen müssen, wenn sie ihr Ticket nicht vorzeigen können. Deswegen fordern wir, dass das Ticket wie früher auch offline und ausgedruckt erhältlich sein sollte."
0;"Die Fachschaften erhalten fast 200.000€ pro Haushaltsjahr aus den Geldern der Semesterbeiträge. Wir sind für finanziell starke und unabhängige Fachschaften, eine weitere Erhöhung der Zuwendungen würde jedoch dazu führen, dass der Semesterbeitrag erhöht werden müsste."
-1;"Aus unserer Perspektive ist das keine Aufgabe der Universität, erst Recht keine Aufgabe der Studierendenschaft. Unsere Universität pflegt Beziehungen zu Universitäten auf der ganzen Welt, das gehört zur wissenschaftlichen Freiheit dazu und ist auch gut so."
1;"In Zeiten von Krieg und Krisen kann es durchaus mal vorkommen, dass am Ende des Monats das Geld knapp wird und die Zahlung des Semesterbeitrags ansteht, oder die Waschmaschine kaputt geht. Für solche Fälle wollen wir für alle Studierenden ein Sozialdarlehen etablieren, wo sie für die Dauer eines Jahres einen zinsfreien Kredit beim AStA beantragen können, den sie zur Überbrückung der Notlage benutzen dürfen. Nach Ablauf des Bewilligungszeitraums muss dieser zurückgezahlt werden, aber ohne Zinsen. Die KFW Bank verlangt bei ähnlichen Krediten Zinsen bis zu 30%, was eine enorme Zumutung darstellen würde."
1;"Prüfungsangst, schwere Lebensbedingungen, Schicksalsschläge - für manche gehört dies leider zum Alltag. Schon in der Vergangenheit haben wir uns aktiv für bessere Prüfungsbedingungen sowie einer Abschaffung einer begrenzten Prüfungsanzahl eingesetzt. Hier orientieren wir uns an dem Modell der Universität Bielefeld."
1;"Studierende mit Carearbeit, Eltern sowie Studierende, die neben ihrem Vollzeitstudium ihren Lebensunterhalt erarbeiten müssen, profitieren davon."
0;"Die Universität verwendet diese bereits. Es sollte nicht verpflichtend sein."
1;"Mobilität macht nicht an den Grenzen unserer Kommune halt, daher sollte das Semesterticket weiterhin in ganz Deutschland gültig sein."
1;"Menstruation sollte keinen finanziellen Nachteil im Leben darstellen. Daher setzen wir uns für kostenlose Menstruationsprodukte auf allen Toiletten der Universität ein."
1;"Derzeit zahlt jeder Studierender im Semesterbeitrag 0.75€ für die Studierendenzeitung, die vielen leider unbekannt ist. Mit ca 30.000€ pro Semester ist die Zeitung gut ausgestattet. Wir schätzen die Arbeit der Redaktion, hier müssen jedoch Maßnahmen zur Besseren Öffentlichkeitsarbeit getroffen werden."
0;"Studierende sollten selbst individuell entscheiden können, ob sie in ihren Arbeiten gendergerechte Sprache verweden möchten. Die Verwendung von GGS darf jedoch keinen Einfluss auf die Bewertung einer Arbeit haben."
1;"Seit Jahrzehnten erhöht die Landesregierung die Bezuschussung für die Studierendenwerke nicht, trotz steigender Studierendenzahlen und Inflation. Studierendenwerke leisten unverzichtbare Arbeit, wie die Bereitstellung von Wohnheimen, oder die Betreibung von Mensen und Cafeterien. Für ein sozialgerechteres Studium müssen die Studierendenwerke endlich besser bezahlt werden durch die CDU geführte Landesregierung."
1;"Die Universität muss ein gutes Gleichgewicht zwischen versiegelten Flächen und Grünflächen finden. Wir wünschen uns einen lebhaften Campus mit genügend Erholungsflächen sowie mehr Begrünung statt Asphalt."
1;"Im Vergleich zu anderen Universitäten hängt die UDE im Abbau von Bürokratie sowie Flexibiltät hinterher. Kurzfristige Abmeldungen sorgen für einen Abbau von Bürokratie und damit für eine Entlastung des Prüfungswesens. Wir befürworten diese Forderung."
1;"Derzeit liegt der BAföG Höchstsatz unter der Armutsgrenze in Deutschland. Studierende sollten ohne armutsrisiko und finanziellen Sorgen studieren können, deswegen sollte das BAföG genau so wie andere staatliche Transferleistungen auch an die allgemeine Preisentwicklung angepasst sein."
1;"Die Studierendenschaft erhält jetzt bereits mit xxxx€ genug Geld, um viele coole stabile Projekte zu fördern und zu unterstützen. Bevor also der Semesterbeitrag weiter erhöht wird, sollte der AStA erstmal bisherige Ausgaben überprüfen bzw. Kürzen."
1;"Der Campus sollte ein Ort sein, auf dem sich Studierende auch außerhalb ihrer Vorlesungen aufhalten können. Daher sind wir der Auffassung, dass Cafeterien und die Bibliothek länger geöffnet haben müssen. Für viele Studierende mit kleinen Wohnungen (die sie sich sogar eventuell mit Geschwistern teilen müssen), ist die Bibliothek der einzige Ort, wo sie in Ruhe lernen dürfen."
1;"Der AStA hat laut Hochschulgesetz ein allgemeinpolitisches Mandat. Der AStA sollte sich durchaus auf hochschulrelevante Themen konzentrieren, jedoch auch nicht andere politische Themen außer Acht lassen, da diese Themen oftmals sehr eng verwoben sind. Wenn wir uns beispielsweise für ein sozialgerechteres Studium einsetzen, kommen wir nicht drumrum die Finanzpolitik der Landesregierung zu thematisieren."